year,state,state_ansi,hay_alf_acres,hay_alf_usd,hay_alf_tons,hay_alfalfa_yield_tons_per_acre,haylage_alfalfa_acres_harvested,haylage_alfalfa_production_tons,haylage_alfalfa_yield_tons_per_acre,hay_haylage_alfalfa_production_usd,haylage_alfalfa_irrigated_acres_harvested,alf_irrigated_acres,alf_irrigated_production_tons,irrigated_yield_tons_per_acre_dry,alf_irrigated_yield_tons_per_acre,alf_non_irrigated_acres_harvested,alf_non_irrigated_yield_tons_per_acre,irrigated_acres_gravity,irrigated_acres_pressure,irrigated_water_acrefeet_per_acre_gravity,irrigated_water_acrefeet_per_acre_pressure,irrigated_water_acrefeet_per_acre,irrigated_yield_tons_per_acre_dry_basis_gravity,irrigated_yield_tons_per_acre_dry_basis_pressure,hay_alfalfa_price_per_ton,CV_pct,irrigation,State,Year,SPEI,Export_Value,alf_spei_mean,west,midwest,irrigation_share,irrigation_dummy
2007,VIRGINIA,51,179213,40014000,467807,2.6,17768,81183,4.569056731,13882293,827,1506,0,,,178534,,,,,,,,,171,,1,Virginia,2007,-0.185231048,0,-0.793968524,0,0,0.008403408,0
2008,VIRGINIA,51,90000,48600000,270000,3,,,,,,0,0,,,0,,,,,,,,,180,,0,Virginia,2008,-1.144298895,0,0.088726411,0,0,,0
2009,VIRGINIA,51,90000,42390000,270000,3,,,,,,0,0,,,0,,,,,,,,,157,,0,Virginia,2009,-0.0657934,537,0.423236786,0,0,,0
2010,VIRGINIA,51,80000,31280000,184000,2.3,,,,,,0,0,,,0,,,,,,,,,170,,0,Virginia,2010,0.703285082,0,-1.059899017,0,0,,0
2011,VIRGINIA,51,90000,57024000,288000,3.2,,,,,,0,0,,,0,,,,,,,,,198,,0,Virginia,2011,-0.485923942,0,0.254652862,0,0,,0
2012,VIRGINIA,51,141321,48314000,453171,3.4,18073,109979,6.085265313,22325737,314,706,0,,,141321,,,,,,,,,203,6.2,1,Virginia,2012,-0.19285604,0,-0.252761719,0,0,0.004995719,0
2013,VIRGINIA,51,90000,62532000,324000,3.6,,,,,,0,0,0,,466,3.96754,,0,,0,0,,0,193,,0,Virginia,2013,0.374974096,0,0.894641539,0,0,0,0
2014,VIRGINIA,51,75000,53295000,255000,3.4,,,,,,0,0,,,0,,,,,,,,,209,,0,Virginia,2014,0.549126874,0,-0.126840914,0,0,,0
2015,VIRGINIA,51,75000,47250000,225000,3,,,,,,0,0,,,0,,,,,,,,,210,,0,Virginia,2015,0.104615936,0,0.290280429,0,0,,0
2016,VIRGINIA,51,65000,41410000,202000,3.1,,,,,,0,0,,,0,,,,,,,,,205,,0,Virginia,2016,0.499996686,0,0.01715696,0,0,,0
2017,VIRGINIA,51,152066,46410000,450743,3.4,22617,134976,5.967900252,46410000,,326,0,,,0,,,,,,,,,210,5.6,0,Virginia,2017,-0.366193494,0,0.363025199,0,0,0.002143806,0
2018,VIRGINIA,51,40000,25680000,120000,3,,,,25680000,,0,0,,,0,,,,,,,,,214,,0,Virginia,2018,0.49340746,0,1.132358091,0,0,,0
2019,VIRGINIA,51,45000,27945000,135000,3,,,,27945000,,,,,,,,,,,,,,,207,,0,Virginia,2019,1.640165114,0,-0.209872986,0,0,,0
2020,VIRGINIA,51,35000,26082000,126000,3.6,,,,26082000,,,,,,,,,,,,,,,207,,0,Virginia,2020,0.664837467,0,0.965948753,0,0,,0
2021,VIRGINIA,51,30000,18183000,87000,2.9,,,,18183000,,,,,,,,,,,,,,,209,,0,Virginia,2021,1.170944219,0,-0.338381403,0,0,,0
2022,VIRGINIA,51,105956,20640000,304601,3.2,14434,72244,5.005126784,20640000,0,0,0,,,0,,,,,,,,,215,5.9,0,Virginia,2022,-0.620897021,0,-0.764975437,0,0,,0
2023,VIRGINIA,51,35000,24192000,112000,3.2,,,,24192000,,981,,,,,,,981,,0.4,0.4,,,216,,0,Virginia,2023,-0.423331107,0,-0.588503661,0,0,0.028028571,0
2024,VIRGINIA,51,30000,18810000,90000,3,,,,18810000,,,,,,,,,,,,,,,209,,0,Virginia,2024,-0.153657468,0,-0.585157845,0,0,,0
2025,VIRGINIA,51,35000,,112000,3.2,,,,,,,,,,,,,,,,,,,,,0,Virginia,2025,-0.316452917,0,0.171836225,0,0,,0
2005,WASHINGTON,53,450000,262080000,2340000,5.2,22000,176000,8,19712000,,0,0,,,0,,,,,,,,,112,,0,Washington,2005,-1.109358784,15179,-0.257348958,1,0,,1
2006,WASHINGTON,53,440000,269500000,2156000,4.9,20000,170000,8.5,21250000,,0,0,,,0,,,,,,,,,125,,0,Washington,2006,0.433490394,14398,-0.062924818,1,0,,1
2007,WASHINGTON,53,888588,338624000,4480001,5.2,41145,362548,9,53657104,14822,334005,0,,,554583,,,,,,,,,148,,1,Washington,2007,-0.266547745,19092,-0.63918515,1,0,0.3758828613485664,1
2008,WASHINGTON,53,410000,402292000,1804000,4.4,20000,130000,6.5,28990000,,0,0,,,0,,,,,,,,,223,,0,Washington,2008,-0.578311645,18161,-0.246249177,1,0,,1
2009,WASHINGTON,53,490000,292922000,2401000,4.9,23000,110000,4.8,13420000,,0,0,,,0,,,,,,,,,122,,0,Washington,2009,-0.625609917,22966,-0.339617143,1,0,,1
2010,WASHINGTON,53,450000,299250000,2250000,5,25000,160000,6.4,21280000,,0,0,,,0,,,,,,,,,133,,0,Washington,2010,0.005399748,20287,0.965101591,1,0,,1
2011,WASHINGTON,53,380000,430768000,1976000,5.2,39000,203000,5.2,44254000,,0,0,,,0,,,,,,,,,218,,0,Washington,2011,1.180686021,18873,1.100853108,1,0,,1
2012,WASHINGTON,53,743923,426398000,3538815,4.9,39513,221764,5.4,50783956,13644,248488,0,,,495435,,,,,,,,,229,6.4,1,Washington,2012,0.36860941,23449,0.850246622,1,0,0.3340238169810585,1
2013,WASHINGTON,53,410000,434600000,2173000,5.3,23000,120000,5.2,24000000,,275809,0,6.3,6.3,11190,1.675431,18495,257314,2.3,2.3,2.3,6.6,6.3,200,,0,Washington,2013,-0.022409674,20703,-0.192589819,1,0,0.6727048780487805,1
2014,WASHINGTON,53,420000,420462000,1974000,4.7,23000,182000,7.9,38766000,,0,0,,,0,,,,,,,,,213,,0,Washington,2014,-0.578562236,25557,-0.594299647,1,0,,1
2015,WASHINGTON,53,390000,346788000,2028000,5.2,45000,329000,7.3,56259000,,0,0,,,0,,,,,,,,,171,,0,Washington,2015,-1.046215137,22721,-1.771386962,1,0,,1
2016,WASHINGTON,53,430000,301860000,2236000,5.2,22000,220000,10,29700000,,0,0,,,0,,,,,,,,,135,,0,Washington,2016,0.047349821,29332,-0.660588782,1,0,,1
2017,WASHINGTON,53,785146,318396000,3833533,5.2,80781,670354,9.5,355291000,22431,280824,0,,,504322,,,,,,,,,157,12,1,Washington,2017,0.685439543,27312,-0.120849458,1,0,0.3576710573574851,1
2018,WASHINGTON,53,350000,289800000,1575000,4.5,24000,204000,8.5,308384000,,278089,0,6.6,6.6,0,,4710,273379,2.2,2.3,2.3,6.2,6.6,184,,0,Washington,2018,-0.225878242,20029,-0.669587714,1,0,0.79454,1
2019,WASHINGTON,53,330000,299046000,1518000,4.6,40000,204000,5.1,318943000,,,,,,,,,,,,,,,197,,0,Washington,2019,-0.970953211,18924,-0.092292601,1,0,,1
2020,WASHINGTON,53,410000,339152000,1804000,4.4,40000,360000,9,372616000,,,,,,,,,,,,,,,188,,0,Washington,2020,-0.516075718,18142,-0.486001195,1,0,,1
2021,WASHINGTON,53,390000,403650000,1794000,4.6,40000,220000,5.5,428175000,,,,,,,,,,,,,,,225,,0,Washington,2021,-0.950034779,21427,-2.157301352,1,0,,1
2022,WASHINGTON,53,749831,625300000,3759752,5.2,61666,446061,6.8,651625000,28952,275255,0,,,474576,,,,,,,,,325,11.4,1,Washington,2022,-0.275428986,22312,0.167567151,1,0,0.3670893841412265,1
2023,WASHINGTON,53,410000,522340000,2009000,4.9,31000,251000,8.1,554580000,,278355,,,,,,547,277808,2.3,2.7,2.7,,,260,,0,Washington,2023,-1.014010584,24331,-0.842552133,1,0,0.6789146341463415,1
2024,WASHINGTON,53,340000,284648000,1564000,4.6,23000,230000,10,305396000,,,,,,,,,,,,,,,178,,0,Washington,2024,-0.895400902,17077,-1.073807174,1,0,,1
2025,WASHINGTON,53,340000,,1700000,5,20000,170000,8.5,,,,,,,,,,,,,,,,,,0,Washington,2025,-1.016056864,15620,-1.33862284,1,0,,1
2005,WEST VIRGINIA,54,35000,10584000,98000,2.8,,,,,,0,0,,,0,,,,,,,,,108,,0,West Virginia,2005,0.257453817,,-0.689410279,0,0,,0
2006,WEST VIRGINIA,54,35000,12750000,102000,2.9,,,,,,0,0,,,0,,,,,,,,,125,,0,West Virginia,2006,-0.748850233,,-0.350383524,0,0,,0
2007,WEST VIRGINIA,54,58465,9798000,131484,2.3,8734,31535,3.610602244,4477970,0,0,0,,,58465,,,,,,,,,142,,1,West Virginia,2007,-0.492739546,,-0.745339282,0,0,0,0
2008,WEST VIRGINIA,54,25000,11607000,73000,2.9,,,,,,0,0,,,0,,,,,,,,,159,,0,West Virginia,2008,-0.050724267,,0.546723459,0,0,,0
2009,WEST VIRGINIA,54,25000,12012000,78000,3.1,,,,,,,,,,,,,,,,,,,154,,0,West Virginia,2009,0.110896806,,0.262921922,0,0,,0
2010,WEST VIRGINIA,54,20000,8060000,52000,2.6,,,,,,,,,,,,,,,,,,,155,,0,West Virginia,2010,-0.25281941,,-0.747967539,0,0,,0
2011,WEST VIRGINIA,54,25000,14774000,83000,3.3,,,,,,,,,,,,,,,,,,,178,,0,West Virginia,2011,0.105973209,,0.627316552,0,0,,0
2012,WEST VIRGINIA,54,49477,11400000,115388,2.4,8894,37717,4.240724084,7166230,,0,0,,,0,,,,,,,,,190,3.3,0,West Virginia,2012,0.19233068,,-0.847715149,0,0,,0
2013,WEST VIRGINIA,54,20000,15006000,82000,4.1,,,,,,42,,5.6,5.6,30,1.04462,,42,,0.9,0.9,,5.6,183,,0,West Virginia,2013,-0.043580863,,-0.067269443,0,0,0.0021,0
2014,WEST VIRGINIA,54,18000,9828000,52000,2.9,,,,,,,,,,,,,,,,,,,189,,0,West Virginia,2014,0.192848238,,0.02238701,0,0,,0
2015,WEST VIRGINIA,54,20000,13200000,66000,3.3,,,,,,,,,,,,,,,,,,,200,,0,West Virginia,2015,0.096278604,,0.397915389,0,0,,0
2016,WEST VIRGINIA,54,17000,10335000,53000,3.1,,,,,,,,,,,,,,,,,,,195,,0,West Virginia,2016,-0.345203997,,0.036111892,0,0,,0
2017,WEST VIRGINIA,54,31609,8694000,80818,2.7,9675,43335,4.479069767,8694000,,0,0,,,0,,,,,,,,,189,5.9,0,West Virginia,2017,-0.069136808,,0.366951071,0,0,,0
2018,WEST VIRGINIA,54,15000,7714000,38000,2.5,,,,7714000,,,,,,,,,,,,,,,203,,0,West Virginia,2018,1.18426853,,1.490253835,0,0,,0
2019,WEST VIRGINIA,54,15000,8448000,44000,2.9,,,,8448000,,,,,,,,,,,,,,,192,,0,West Virginia,2019,1.531500643,,0.097088409,0,0,,0
2020,WEST VIRGINIA,54,10000,5376000,28000,2.8,,,,5376000,,,,,,,,,,,,,,,192,,0,West Virginia,2020,0.70236189,,0.85287812,0,0,,0
2021,WEST VIRGINIA,54,18000,8668000,44000,2.4,,,,8668000,,,,,,,,,,,,,,,197,4.7,0,West Virginia,2021,-0.022254701,,-0.275908592,0,0,,0
2022,WEST VIRGINIA,54,54057,7035000,103447,2.3,11243,36480,3.244685582,7035000,19,268,0,,,53808,,,,,,,,,201,6.3,1,West Virginia,2022,-0.076136142,,-0.855102288,0,0,0.00495773,0
2023,WEST VIRGINIA,54,10000,6324000,31000,3.1,,,,6324000,,,,,,,,,,,,,,,204,,0,West Virginia,2023,-0.389260356,,-0.60340776,0,0,,0
2024,WEST VIRGINIA,54,7000,3920000,20000,2.8,,,,3920000,,,,,,,,,,,,,,,196,,0,West Virginia,2024,-0.912209428,,-0.649109673,0,0,,0
2025,WEST VIRGINIA,54,15000,,33000,2.2,,,,,,,,,,,,,,,,,,,,,0,West Virginia,2025,-0.870751084,,-0.037896565,0,0,,0
2005,WISCONSIN,55,1550000,416640000,3720000,2.4,1400000,8680000,6.2,972160000,,0,0,,,0,,,,,,,,,112,,0,Wisconsin,2005,-0.574224916,0,-1.065775905,0,1,,0
2006,WISCONSIN,55,1600000,291200000,4480000,2.8,1400000,9520000,6.8,618800000,,0,0,,,0,,,,,,,,,65,,0,Wisconsin,2006,-0.827929498,46,-0.490730119,0,1,,0
2007,WISCONSIN,55,3067522,331080000,7393619,2.4,2533257,16706573,6.5,1486884997,11496,20305,0,,,3058713,,,,,,,,,89,4.2,1,Wisconsin,2007,-0.558324545,71,-0.365555836,0,1,0.006619349,0
2008,WISCONSIN,55,1500000,457650000,4050000,2.7,1400000,9380000,6.7,1059940000,,0,0,,,0,,,,,,,,,113,,0,Wisconsin,2008,0.282250576,58,0.516582177,0,1,,0
2009,WISCONSIN,55,1550000,410750000,3875000,2.5,1400000,8260000,5.9,875560000,,0,0,,,0,,,,,,,,,106,,0,Wisconsin,2009,-0.381697643,42,-0.145565806,0,1,,0
2010,WISCONSIN,55,1300000,399620000,3770000,2.9,1300000,10270000,7.9,1088620000,,0,0,,,0,,,,,,,,,106,,0,Wisconsin,2010,0.034587267,0,0.32553886,0,1,,0
2011,WISCONSIN,55,1150000,373520000,3220000,2.8,1250000,8750000,7,1015000000,,0,0,,,0,,,,,,,,,116,,0,Wisconsin,2011,0.622789065,0,0.375253124,0,1,,0
2012,WISCONSIN,55,2222770,517000000,5731565,2.5,2123187,13487266,6.2,2535606008,16649,23798,0,,,2215621,,,,,,,,,188,3.3,1,Wisconsin,2012,-0.972667059,0,-0.945791953,0,1,0.010706461,0
2013,WISCONSIN,55,1100000,594880000,2860000,2.6,1050000,5880000,5.6,1223040000,,21513,0,5.6,5.6,48483,3.5761,,21513,,0.6,0.6,,5.6,208,,0,Wisconsin,2013,0.210657871,0,0.609045424,0,1,0.019557273,0
2014,WISCONSIN,55,1250000,622875000,4125000,3.3,1200000,8760000,7.3,1322760000,,0,0,,,0,,,,,,,,,151,,0,Wisconsin,2014,0.82921171,0,0.827673092,0,1,,0
2015,WISCONSIN,55,1200000,329280000,3360000,2.8,1250000,8750000,7,857500000,,0,0,,,0,,,,,,,,,98,,0,Wisconsin,2015,0.255563137,0,-0.027420389,0,1,,0
2016,WISCONSIN,55,1000000,291200000,3200000,3.2,1150000,8510000,7.4,774410000,,0,0,,,0,,,,,,,,,91,,0,Wisconsin,2016,1.04920615,503,0.410516593,0,1,,1
2017,WISCONSIN,55,1952016,330330000,5801064,3,2088688,14987699,7.3,788799000,21569,31178,0,,,1942407,,,,,,,,,121,9.4,1,Wisconsin,2017,1.257760741,425,0.86590006,0,1,0.015972205,0
2018,WISCONSIN,55,820000,312174000,1927000,2.3,1000000,6700000,6.7,848718000,,23936,0,6.3,6.3,0,,,23936,,0.4,0.4,,6.3,162,2.1,0,Wisconsin,2018,0.593893292,487,0.387359602,0,1,0.029190244,0
2019,WISCONSIN,55,880000,416064000,2112000,2.4,980000,5684000,5.8,969634000,,,,,,,,,,,,,,,197,,0,Wisconsin,2019,1.975940921,0,1.097413871,0,1,,0
2020,WISCONSIN,55,850000,454240000,2720000,3.2,920000,6808000,7.4,1016195000,,,,,,,,,,,,,,,167,,0,Wisconsin,2020,1.534153166,0,0.439241062,0,1,,0
2021,WISCONSIN,55,920000,503424000,2944000,3.2,1040000,8008000,7.7,1180242000,,,,,,,,,,,,,,,171,7.3,0,Wisconsin,2021,-0.426613278,0,-0.277949718,0,1,,0
2022,WISCONSIN,55,1717777,389360000,5028877,3.1,1863755,14415752,7.8,988629000,20231,31481,0,,,1706527,,,,,,,,,157,7,1,Wisconsin,2022,-0.468259765,0,0.980559927,0,1,0.018326593,0
2023,WISCONSIN,55,640000,293760000,1728000,2.7,760000,5016000,6.6,715190000,,15696,,,,,,,15696,,0.5,0.5,,,170,,0,Wisconsin,2023,-0.154298265,0,-0.453454907,0,1,0.024525,0
2024,WISCONSIN,55,830000,484800000,3030000,3.7,745000,5439000,7.3,914880000,,,,,,,,,,,,,,,155,,0,Wisconsin,2024,-0.144477105,0,0.933923569,0,1,,0
2025,WISCONSIN,55,710000,,2769000,3.9,880000,6512000,7.4,,,,,,,,,,,,,,,,,,0,Wisconsin,2025,-0.055433449,0,0.33215139,0,1,,0
2005,WYOMING,56,600000,117000000,1560000,2.6,,,,,,440000,1448000,,3.3,160000,0.82,,,,,,,,75,,1,Wyoming,2005,-0.202539861,,0.221580096,1,0,0.7333333333333333,1
2006,WYOMING,56,500000,141400000,1400000,2.8,,,,,,390000,1312000,,3.4,110000,0.75,,,,,,,,101,,1,Wyoming,2006,-1.129066343,,-1.306290269,1,0,0.78,1
2007,WYOMING,56,1274284,176580000,3316438,2.7,10885,58819,5.403674782,6411271,9256,925382,1446000,,3.2,155000,1.2,,,,,,,,109,,1,Wyoming,2007,-1.252602329,,-0.896396941,1,0,0.7261976137187629,1
2008,WYOMING,56,530000,176755000,1537000,2.9,,,,,,380000,1361000,,4.2,150000,1.14,,,,,,,,115,,1,Wyoming,2008,-0.392430058,,0.225607153,1,0,0.7169811320754716,1
2009,WYOMING,56,690000,170775000,1725000,2.5,,,,,,0,0,,,0,,,,,,,,,99,,0,Wyoming,2009,0.268170394,,0.502264085,1,0,,1
2010,WYOMING,56,620000,149916000,1612000,2.6,,,,,,0,0,,,0,,,,,,,,,93,,0,Wyoming,2010,0.268431735,,0.426369272,1,0,,1
2011,WYOMING,56,620000,220100000,1550000,2.5,,,,,,0,0,,,0,,,,,,,,,142,,0,Wyoming,2011,0.595022455,,0.515533261,1,0,,1
2012,WYOMING,56,1021907,279300000,2765672,2.8,10094,57337,5.680305132,12040770,9099,528971,0,,,602936,,,,,,,,,210,4.2,1,Wyoming,2012,-1.354902165,,-2.168916057,1,0,0.5176312521589538,1
2013,WYOMING,56,450000,269280000,1440000,3.2,,,,,,355859,0,3.7,3.7,22665,1.26478,150593,205266,1.6,1.6,1.6,3.6,3.8,187,6.3,0,Wyoming,2013,-1.414383611,,-0.139299654,1,0,0.7907977777777778,1
2014,WYOMING,56,490000,184730000,1274000,2.6,,,,,,0,0,,,0,,,,,,,,,145,,0,Wyoming,2014,0.171010257,,0.215880137,1,0,,1
2015,WYOMING,56,540000,159300000,1350000,2.5,,,,,,0,0,,,0,,,,,,,,,118,,0,Wyoming,2015,-0.124646985,,0.109778447,1,0,,1
2016,WYOMING,56,520000,171288000,1404000,2.7,,,,,,0,0,,,0,,,,,,,,,122,,0,Wyoming,2016,-0.558774255,,-0.428662602,1,0,,1
2017,WYOMING,56,1197339,232232000,3149634,2.8,16277,57314,3.521164834,232232000,13350,461549,0,,,749140,,,,,,,,,143,9.4,1,Wyoming,2017,-0.06556608,,-0.169106075,1,0,0.3854789662743801,1
2018,WYOMING,56,590000,273996000,1593000,2.7,,,,273996000,,454316,0,3.7,3.7,0,,193870,260446,1.6,1.4,1.5,3.2,4.1,172,,0,Wyoming,2018,-0.362935396,,0.089013642,1,0,0.7700271186440678,1
2019,WYOMING,56,640000,312768000,1728000,2.7,,,,312768000,,,,,,,,,,,,,,,181,,0,Wyoming,2019,0.226396547,,0.734965436,1,0,,1
2020,WYOMING,56,610000,325252000,1891000,3.1,,,,325252000,,,,,,,,,,,,,,,172,,0,Wyoming,2020,-0.405768617,,-1.044614777,1,0,,1
2021,WYOMING,56,490000,290864000,1372000,2.8,,,,290864000,,,,,,,,,,,,,,,212,6.9,0,Wyoming,2021,-1.485373007,,-0.998813666,1,0,,1
2022,WYOMING,56,1107862,381640000,2894897,2.9,14699,40272,2.739778216,381640000,12151,390884,0,,,729129,,,,,,,,,235,10.3,1,Wyoming,2022,-1.02965555,,0.132685141,1,0,0.3528273377009049,1
2023,WYOMING,56,590000,348690000,1770000,3,,,,348690000,,378837,,,,,,169639,204198,1.6,1.8,1.7,,,197,,0,Wyoming,2023,0.031644328,,0.504127816,1,0,0.6420966101694915,1
2024,WYOMING,56,440000,182468000,1276000,2.9,,,,182468000,,,,,,,,,,,,,,,150,,0,Wyoming,2024,-0.483200809,,-0.785709949,1,0,,1
2025,WYOMING,56,500000,,1250000,2.5,,,,,,,,,,,,,,,,,,,,,0,Wyoming,2025,-1.449566198,,-0.362206013,1,0,,1
