year,state,county,"HAY, ALFALFA - ACRES HARVESTED","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, NON-IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, NON-IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",irr_share
2012,Kentucky,Knox,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Knox,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Knox,355,271,0.7633802816901408,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Knox,147,131,0.891156463,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Larue,3500,14000,4,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Larue,4200,14700,3.5,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Larue,7768,12914,1.6,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Larue,3800,10700,2.8,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Larue,3300,9300,2.8,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Larue,2750,8100,2.95,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Larue,1976,5751,2.910425101214575,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Larue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Kentucky,Larue,1280,5000,3.9,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Larue,1876,6449,3.4376332622601278,NA,NA,NA,NA,NA,NA,NA
2018,Kentucky,Larue,1300,4500,3.45,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Larue,1387,2344,1.6899783705839941,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Laurel,1200,4440,3.7,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Laurel,1600,3680,2.3,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Laurel,841,1495,1.7776456599286563,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Laurel,700,1440,2.05,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Laurel,700,2500,3.55,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Laurel,940,2630,2.8,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Laurel,946,1718,1.8160676532769555,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Laurel,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2015,Kentucky,Laurel,600,2000,3.35,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Laurel,1483,2772,1.8691840863115308,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Laurel,2260,5006,2.2150442477876107,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Lawrence,513,1004,1.9571150097465886,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Lawrence,117,316,2.700854700854701,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Lawrence,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Lawrence,192,261,1.359375,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Lawrence,57,54,0.9473684210526315,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Lee,782,1890,2.4168797953964196,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Lee,0,833,Inf,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Lee,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Lee,341,594,1.7419354838709677,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Lee,1128,1473,1.3058510638297873,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Leslie,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Letcher,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Letcher,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Letcher,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Letcher,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Lewis,2500,6000,2.4,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Lewis,2700,8370,3.1,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Lewis,5352,13630,2.7,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Lewis,2300,6420,2.8,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Lewis,2200,8050,3.65,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Lewis,1178,3536,3.001697793,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Lewis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Lewis,1562,4882,3.1254801536491676,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Lewis,874,1456,1.665903890160183,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Lincoln,10000,28000,2.8,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Lincoln,10500,38850,3.7,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Lincoln,19074,34622,1.7,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Lincoln,9600,29000,3,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Lincoln,8900,32200,3.6,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Lincoln,9600,31600,3.3,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Lincoln,9400,34600,3.7,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Lincoln,15866,43143,2.5,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Lincoln,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Lincoln,6040,23194,3.840066225165563,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Lincoln,4184,13441,3.2124760994263863,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Livingston,561,1265,2.2549019607843137,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Livingston,650,1600,2.45,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Livingston,120,0,0,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Livingston,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Livingston,330,870,2.6363636363636362,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Livingston,77,76,0.987012987,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Logan,2300,8510,3.7,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Logan,2100,8400,4,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Logan,3662,6018,1.7,11,NA,NA,NA,NA,NA,0.003003823
2008,Kentucky,Logan,2000,7450,3.75,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Logan,1850,9150,4.95,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Logan,2473,6719,2.7,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Logan,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Logan,2942,8128,2.85,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Logan,1633,4771,2.921616656460502,0,NA,NA,NA,NA,NA,0
2005,Kentucky,Lyon,500,1300,2.6,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Lyon,500,1400,2.8,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Lyon,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Lyon,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Lyon,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Lyon,181,724,4,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Lyon,63,175,2.7777777777777777,0,NA,NA,NA,NA,NA,0
2005,Kentucky,Madison,3000,9000,3,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Madison,2900,12470,4.3,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Madison,6734,11621,1.7,0,NA,NA,NA,NA,NA,0
2008,Kentucky,Madison,2800,6130,2.2,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Madison,2500,8000,3.2,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Madison,3100,10200,3.3,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Madison,2900,8600,2.95,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Madison,7755,28757,4.15,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Madison,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Kentucky,Madison,2190,8100,3.7,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Madison,6837,17704,2.7,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Madison,1529,3449,2.2557226945716153,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Magoffin,534,877,1.642322097378277,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Magoffin,96,296,3.0833333333333335,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Magoffin,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Magoffin,440,1288,2.9272727272727272,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Magoffin,337,470,1.3946587537091988,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Marion,3600,13320,3.7,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Marion,3800,16720,4.4,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Marion,9166,20695,2,0,NA,NA,NA,NA,NA,0
2008,Kentucky,Marion,3900,9590,2.45,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Marion,3900,15700,4.05,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Marion,4000,11700,2.95,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Marion,3300,11900,3.6,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Marion,3841,9552,2.4868523821921373,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Marion,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Marion,3190,10882,3.4112852664576803,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Marion,1542,3517,2.280804150453956,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Marshall,401,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Marshall,90,147,1.6333333333333333,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Marshall,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Marshall,178,601,3.3764044943820224,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Marshall,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Martin,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Martin,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Mason,10500,31500,3,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Mason,11200,49280,4.4,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Mason,24157,44991,1.7,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Mason,10500,28900,2.75,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Mason,9400,33600,3.55,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Mason,9800,26200,2.65,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Mason,8400,28500,3.4,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Mason,14562,54263,3.95,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Mason,8250,26200,3.2,NA,NA,NA,NA,NA,NA,NA
2014,Kentucky,Mason,5550,19800,3.55,NA,NA,NA,NA,NA,NA,NA
2015,Kentucky,Mason,6900,25300,3.65,NA,NA,NA,NA,NA,NA,NA
2016,Kentucky,Mason,7250,25200,3.5,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Mason,8360,25704,3.074641148325359,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Mason,5271,13054,2.476569910832859,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Mccracken,183,344,1.8797814207650274,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Mccracken,111,251,2.2612612612612613,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Mccracken,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Mccracken,228,497,2.1798245614035086,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Mccracken,147,481,3.272108843537415,0,NA,NA,NA,NA,NA,0
2007,Kentucky,Mccreary,52,0,0,0,NA,NA,NA,NA,NA,0
2012,Kentucky,Mccreary,160,205,1.28125,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Mccreary,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Mccreary,296,0,0,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Mccreary,522,2528,4.842911877394636,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Mclean,258,640,2.4806201550387597,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Mclean,134,279,2.082089552238806,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Mclean,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Mclean,548,1699,3.1003649635036497,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Mclean,365,1170,3.2054794520547945,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Meade,5500,27500,5,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Meade,5900,17110,2.9,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Meade,9706,20852,2.1,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Meade,4400,13000,2.95,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Meade,4100,14500,3.55,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Meade,4000,10800,2.7,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Meade,3950,14800,3.75,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Meade,6116,16974,2.8,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Meade,3050,9000,2.95,NA,NA,NA,NA,NA,NA,NA
2014,Kentucky,Meade,2300,8900,3.85,NA,NA,NA,NA,NA,NA,NA
2015,Kentucky,Meade,2500,10600,4.25,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Meade,3469,11450,3.300663015278178,NA,NA,NA,NA,NA,NA,NA
2018,Kentucky,Meade,3000,10500,3.5,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Meade,1451,3975,2.7394900068917987,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Menifee,420,668,1.5904761904761904,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Menifee,458,1937,4.229257641921397,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Menifee,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Menifee,677,1622,2.395864106351551,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Menifee,220,535,2.4318181818181817,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Mercer,7400,24420,3.3,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Mercer,7800,27300,3.5,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Mercer,19522,32007,1.4,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Mercer,8600,21100,2.45,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Mercer,8000,26500,3.3,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Mercer,8300,26900,3.25,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Mercer,6900,23000,3.35,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Mercer,16264,46979,2.55,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Mercer,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2016,Kentucky,Mercer,7040,27700,3.95,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Mercer,5672,18751,3.305888575458392,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Mercer,4435,13133,2.961217587373168,0,NA,NA,NA,NA,NA,0
2005,Kentucky,Metcalfe,3200,11840,3.7,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Metcalfe,3900,13260,3.4,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Metcalfe,6393,11375,1.9,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Metcalfe,2500,5240,2.1,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Metcalfe,2400,7350,3.05,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Metcalfe,2400,6300,2.65,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Metcalfe,2150,9500,4.4,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Metcalfe,4853,13004,2.6,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Metcalfe,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Kentucky,Metcalfe,2100,8500,4.05,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Metcalfe,2703,7111,2.6307806141324455,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Metcalfe,1752,4294,2.4509132420091326,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Monroe,1300,5980,4.6,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Monroe,1400,5460,3.9,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Monroe,1499,3644,2.4309539693128754,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Monroe,1600,4290,2.7,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Monroe,2116,6555,3,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Monroe,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Monroe,1331,3610,2.712246431254696,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Monroe,720,2000,2.7777777777777777,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Montgomery,2200,6380,2.9,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Montgomery,2400,9600,4,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Montgomery,5123,15295,2.9,0,NA,NA,NA,NA,NA,0
2008,Kentucky,Montgomery,2200,6200,2.8,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Montgomery,2100,7100,3.4,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Montgomery,2600,7100,2.75,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Montgomery,2200,6000,2.75,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Montgomery,3247,12379,4.2,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Montgomery,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Montgomery,4101,11456,2.9,NA,NA,NA,NA,NA,NA,NA
2018,Kentucky,Montgomery,1400,3900,2.8,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Montgomery,1496,4278,2.859625668449198,60,NA,NA,NA,NA,NA,0.040106951871657755
2005,Kentucky,Morgan,800,3200,4,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Morgan,1200,3000,2.5,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Morgan,812,1663,2.0480295566502464,0,NA,NA,NA,NA,NA,0
2010,Kentucky,Morgan,620,1350,2.2,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Morgan,242,451,1.8636363636363635,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Morgan,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Morgan,447,677,1.5145413870246085,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Morgan,503,697,1.385685884691849,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Muhlenberg,406,655,1.6133004926108374,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Muhlenberg,394,645,1.6370558375634519,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Muhlenberg,500,2000,4,NA,NA,NA,NA,NA,NA,NA
2014,Kentucky,Muhlenberg,500,1600,3.2,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Muhlenberg,681,2545,3.737151248164464,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Muhlenberg,347,550,1.585014409221902,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Nelson,6200,18600,3,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Nelson,7000,24500,3.5,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Nelson,11989,25964,2.1,85,NA,NA,NA,NA,NA,0.007089832
2008,Kentucky,Nelson,5300,12300,2.3,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Nelson,5100,20800,4.1,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Nelson,5000,15300,3.05,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Nelson,4500,15000,3.35,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Nelson,8730,29712,3.45,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Nelson,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Nelson,4860,14822,3.0497942386831274,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Nelson,2324,6955,2.992685025817556,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Nicholas,4700,10340,2.2,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Nicholas,4900,17640,3.6,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Nicholas,16108,28525,2,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Nicholas,7400,13100,1.75,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Nicholas,7000,24200,3.45,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Nicholas,8100,21100,2.6,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Nicholas,4565,10513,2.302957283680175,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Nicholas,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Nicholas,5189,16698,3.2179610714973985,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Nicholas,2848,7434,2.610252808988764,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Ohio,600,1800,3,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Ohio,600,2820,4.7,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Ohio,548,1184,2.1605839416058394,0,NA,NA,NA,NA,NA,0
2008,Kentucky,Ohio,700,1490,2.15,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Ohio,700,2050,2.95,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Ohio,445,1022,2.296629213483146,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Ohio,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Ohio,1033,3074,2.9757986447241045,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Ohio,545,950,1.7431192660550459,3,NA,NA,NA,NA,NA,0.005504587
2005,Kentucky,Oldham,2100,5250,2.5,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Oldham,2000,7800,3.9,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Oldham,4947,8836,1.6,0,NA,NA,NA,NA,NA,0
2008,Kentucky,Oldham,1900,6460,3.4,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Oldham,1800,7000,3.9,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Oldham,1800,5100,2.85,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Oldham,1700,4800,2.8,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Oldham,3879,9821,2.6,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Oldham,1900,6000,3.15,NA,NA,NA,NA,NA,NA,NA
2014,Kentucky,Oldham,1850,6100,3.3,NA,NA,NA,NA,NA,NA,NA
2015,Kentucky,Oldham,1800,5900,3.3,NA,NA,NA,NA,NA,NA,NA
2016,Kentucky,Oldham,1710,6300,3.7,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Oldham,3536,13102,3.7,NA,NA,NA,NA,NA,NA,NA
2018,Kentucky,Oldham,1300,4500,3.45,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Oldham,705,2382,3.3787234042553194,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Other (Combined) Counties,6200,16560,8.370000000000001,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Other (Combined) Counties,6000,20050,10.440000000000001,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Other (Combined) Counties,39400,68250,6.87,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Other (Combined) Counties,22450,54980,12.55,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Other (Combined) Counties,31450,110550,16.75,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Other (Combined) Counties,35770,96520,16.2,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Other (Combined) Counties,54030,179100,20.2,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Other (Combined) Counties,60750,177870,11.65,NA,NA,NA,NA,NA,NA,NA
2013,Kentucky,Other (Combined) Counties,167000,558150,13.7,NA,NA,NA,NA,NA,NA,NA
2014,Kentucky,Other (Combined) Counties,118250,403100,13.399999999999999,NA,NA,NA,NA,NA,NA,NA
2015,Kentucky,Other (Combined) Counties,133010,490570,21,NA,NA,NA,NA,NA,NA,NA
2016,Kentucky,Other (Combined) Counties,108220,375660,19.75,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Other (Combined) Counties,137030,455310,13.05,NA,NA,NA,NA,NA,NA,NA
2018,Kentucky,Other (Combined) Counties,129000,399970,18.3,NA,NA,NA,NA,NA,NA,NA
2005,Kentucky,Owen,4900,11760,2.4,NA,NA,NA,NA,NA,NA,NA
2006,Kentucky,Owen,4200,13860,3.3,NA,NA,NA,NA,NA,NA,NA
2007,Kentucky,Owen,9980,16857,1.7,NA,NA,NA,NA,NA,NA,NA
2008,Kentucky,Owen,4400,9500,2.15,NA,NA,NA,NA,NA,NA,NA
2009,Kentucky,Owen,3900,14400,3.7,NA,NA,NA,NA,NA,NA,NA
2010,Kentucky,Owen,4100,12200,3,NA,NA,NA,NA,NA,NA,NA
2011,Kentucky,Owen,3600,11300,3.15,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Owen,7868,26591,3.3,0,NA,NA,NA,NA,NA,0
2013,Kentucky,Owen,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Kentucky,Owen,3450,15200,4.4,NA,NA,NA,NA,NA,NA,NA
2015,Kentucky,Owen,3400,14100,4.15,NA,NA,NA,NA,NA,NA,NA
2016,Kentucky,Owen,3630,14200,3.9,NA,NA,NA,NA,NA,NA,NA
2017,Kentucky,Owen,10730,41329,3.85,NA,NA,NA,NA,NA,NA,NA
2022,Kentucky,Owen,3199,9129,2.8537042825883088,0,NA,NA,NA,NA,NA,0
2007,Kentucky,Owsley,338,357,1.0562130177514792,NA,NA,NA,NA,NA,NA,NA
2012,Kentucky,Owsley,0,0,NA,NA,NA,NA,NA,NA,NA,NA
