year,state,state_ansi,hay_alf_acres,hay_alf_usd,hay_alf_tons,hay_alfalfa_yield_tons_per_acre,haylage_alfalfa_acres_harvested,haylage_alfalfa_production_tons,haylage_alfalfa_yield_tons_per_acre,hay_haylage_alfalfa_production_usd,haylage_alfalfa_irrigated_acres_harvested,alf_irrigated_acres,alf_irrigated_production_tons,irrigated_yield_tons_per_acre_dry,alf_irrigated_yield_tons_per_acre,alf_non_irrigated_acres_harvested,alf_non_irrigated_yield_tons_per_acre,irrigated_acres_gravity,irrigated_acres_pressure,irrigated_water_acrefeet_per_acre_gravity,irrigated_water_acrefeet_per_acre_pressure,irrigated_water_acrefeet_per_acre,irrigated_yield_tons_per_acre_dry_basis_gravity,irrigated_yield_tons_per_acre_dry_basis_pressure,hay_alfalfa_price_per_ton,CV_pct,irrigation,State,Year,SPEI,Export_Value,alf_spei_mean,west,midwest,irrigation_share,irrigation_dummy
2021,MAINE,23,10000,4100000,20000,2,NA,NA,NA,4100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,8.5,0,Maine,2021,-0.919595202,NA,-0.016177511,0,0,NA,0
2022,MAINE,23,20799,5103000,34858,2.3,11723,69191,5.902158151,5103000,0,0,0,NA,NA,20799,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,1,Maine,2022,-0.194730815,NA,1.074963814020157,0,0,0,0
2023,MAINE,23,8000,4212000,18000,2.3,NA,NA,NA,4212000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,0,Maine,2023,1.139526603,NA,0.085564636,0,0,NA,0
2024,MAINE,23,8000,4520000,20000,2.5,NA,NA,NA,4520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,0,Maine,2024,0.815552436,NA,-0.363084134,0,0,NA,0
2025,MAINE,23,10000,NA,22000,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Maine,2025,-0.995964595,NA,0.221638572,0,0,NA,0
2005,MARYLAND,24,40000,26364000,156000,3.9,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,0,Maryland,2005,0.198766473,NA,-0.347485051,0,0,NA,0
2006,MARYLAND,24,40000,23400000,156000,3.9,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,0,Maryland,2006,-0.407862534,NA,-0.410575147,0,0,NA,0
2007,MARYLAND,24,80576,25920000,240402,3,18086,122069,6.749364149,26366904,340,712,0,NA,NA,79864,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,1,Maryland,2007,-0.355282305,NA,-0.928228249,0,0,0.008836378,0
2008,MARYLAND,24,45000,33368000,194000,4.3,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,0,Maryland,2008,-0.746324332,NA,0.408317338,0,0,NA,0
2009,MARYLAND,24,40000,26820000,180000,4.5,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,0,Maryland,2009,0.103358818,NA,0.317974425,0,0,NA,0
2010,MARYLAND,24,40000,22920000,120000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,0,Maryland,2010,0.705718267,NA,-1.14715472,0,0,NA,0
2011,MARYLAND,24,35000,32226000,123000,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,0,Maryland,2011,-0.375721971,NA,0.467756173,0,0,NA,0
2012,MARYLAND,24,59128,27615000,197853,3.5,14402,105676,7.337592001,27792788,0,348,0,NA,NA,58780,NA,NA,NA,NA,NA,NA,NA,NA,263,7,1,Maryland,2012,-0.482281431,NA,-0.619533717,0,0,0.005885536,0
2013,MARYLAND,24,30000,22116000,114000,3.8,NA,NA,NA,NA,NA,288,NA,5.4,5.4,896,5.29451,120,168,0.3,0.5,0.4,5.6,5.3,194,NA,0,Maryland,2013,-0.05628044,NA,-0.221145951,0,0,0.0096,0
2014,MARYLAND,24,35000,25802000,133000,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,0,Maryland,2014,0.60012083,NA,0.662061173,0,0,NA,0
2015,MARYLAND,24,35000,33880000,154000,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,0,Maryland,2015,0.163811961,NA,0.089542116,0,0,NA,0
2016,MARYLAND,24,35000,31536000,144000,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,0,Maryland,2016,-0.244516299,NA,-0.296226837,0,0,NA,0
2017,MARYLAND,24,63950,26167000,233179,3.9,12764,108441,8.495847697,26167000,313,467,0,NA,NA,63483,NA,NA,NA,NA,NA,NA,NA,NA,191,20.8,1,Maryland,2017,-0.748941969,NA,0.221077502,0,0,0.00730258,0
2018,MARYLAND,24,40000,34920000,180000,4.5,NA,NA,NA,34920000,NA,350,NA,5.9,5.9,NA,NA,NA,350,NA,0.3,0.3,NA,5.9,194,NA,0,Maryland,2018,0.458242508,NA,1.392604706,0,0,0.00875,0
2019,MARYLAND,24,34000,23562000,119000,3.5,NA,NA,NA,23562000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,0,Maryland,2019,1.207519434,NA,0.231278337,0,0,NA,0
2020,MARYLAND,24,35000,20196000,102000,2.9,NA,NA,NA,20196000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,NA,0,Maryland,2020,-0.366398129,NA,-0.133657992,0,0,NA,0
2021,MARYLAND,24,34000,23632000,112000,3.3,NA,NA,NA,23632000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,0,Maryland,2021,0.703163164,NA,-0.037117994,0,0,NA,0
2022,MARYLAND,24,65839,32964000,231753,4.1,10549,78019,7.395866907,32964000,0,1063,0,NA,NA,64776,NA,NA,NA,NA,NA,NA,NA,NA,201,5,1,Maryland,2022,-0.688042125,NA,-0.591753372,0,0,0.016145446,0
2023,MARYLAND,24,45000,31725000,135000,3,NA,NA,NA,31725000,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,235,NA,0,Maryland,2023,-1.035499989,NA,-0.902133137,0,0,0,0
2024,MARYLAND,24,40000,40656000,176000,4.4,NA,NA,NA,40656000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,0,Maryland,2024,-0.388255923,NA,-0.395191135,0,0,NA,0
2025,MARYLAND,24,35000,NA,140000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Maryland,2025,-1.580553221,NA,-0.073005156,0,0,NA,0
2005,MASSACHUSETTS,25,10000,4026000,22000,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,0,Massachusetts,2005,0.89015078,NA,-0.130006878,0,0,NA,0
2006,MASSACHUSETTS,25,8000,3672000,18000,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,0,Massachusetts,2006,1.438586639,NA,0.511632128,0,0,NA,0
2007,MASSACHUSETTS,25,18921,4664000,44537,2.4,5416,34766,6.419128508,7370392,NA,0,0,NA,NA,18921,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,1,Massachusetts,2007,0.407001612,NA,0.251476835,0,0,0,0
2008,MASSACHUSETTS,25,8000,4454000,17000,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,0,Massachusetts,2008,0.753630835,NA,0.62307721,0,0,NA,0
2009,MASSACHUSETTS,25,6000,2760000,12000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,0,Massachusetts,2009,1.245426875,NA,0.741274785,0,0,NA,0
2010,MASSACHUSETTS,25,7000,3808000,17000,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,0,Massachusetts,2010,0.760187735,NA,-0.436474255,0,0,NA,0
2011,MASSACHUSETTS,25,9000,4560000,19000,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,0,Massachusetts,2011,0.550995692,NA,0.559493589,0,0,NA,0
2012,MASSACHUSETTS,25,17585,5334000,39789,2.3,4432,34071,7.6875,8654034,0,0,0,NA,NA,17585,NA,NA,NA,NA,NA,NA,NA,NA,254,9.9,1,Massachusetts,2012,0.032869892,NA,-0.628749042,0,0,0,0
2013,MASSACHUSETTS,25,9000,5824000,28000,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,2.76348,NA,NA,NA,NA,NA,NA,NA,208,NA,0,Massachusetts,2013,-0.264753605,NA,0.542065073,0,0,NA,0
2014,MASSACHUSETTS,25,10000,3690000,18000,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,0,Massachusetts,2014,0.047338243,NA,0.084856864,0,0,NA,0
2015,MASSACHUSETTS,25,9000,3546000,18000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,0,Massachusetts,2015,-0.202760126,NA,-0.693765033,0,0,NA,0
2016,MASSACHUSETTS,25,7000,3136000,16000,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,0,Massachusetts,2016,-1.404567002,NA,-1.341226776,0,0,NA,0
2017,MASSACHUSETTS,25,18410,3940000,43845,2.5,4946,26518,5.361504246,3940000,0,69,0,NA,NA,18341,NA,NA,NA,NA,NA,NA,NA,NA,197,8.4,1,Massachusetts,2017,-0.747902924,NA,0.315352039,0,0,0.003747963,0
2018,MASSACHUSETTS,25,9000,4218000,19000,2.1,NA,NA,NA,4218000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,0,Massachusetts,2018,0.494784698,NA,0.234739907,0,0,NA,0
2019,MASSACHUSETTS,25,6000,2992000,16000,2.7,NA,NA,NA,2992000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,0,Massachusetts,2019,1.583583364,NA,0.336308654,0,0,NA,0
2020,MASSACHUSETTS,25,5000,1470000,7000,1.3,NA,NA,NA,1470000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,0,Massachusetts,2020,-0.260869191,NA,-0.795216928,0,0,NA,0
2021,MASSACHUSETTS,25,5000,2150000,10000,1.9,NA,NA,NA,2150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,0,Massachusetts,2021,-0.054534838,NA,0.739050944,0,0,NA,0
2022,MASSACHUSETTS,25,13007,2070000,19015,1.8,4632,25244,5.449913644,2070000,0,62,0,NA,NA,12945,NA,NA,NA,NA,NA,NA,NA,NA,230,13.9,1,Massachusetts,2022,0.024240978,NA,0.728524902,0,0,0.004766664,0
2023,MASSACHUSETTS,25,4000,1440000,6000,1.5,NA,NA,NA,1440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,0,Massachusetts,2023,0.289295344,NA,0.626337569,0,0,NA,0
2024,MASSACHUSETTS,25,3000,1205000,5000,1.5,NA,NA,NA,1205000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,NA,0,Massachusetts,2024,1.039601994,NA,0.097831815,0,0,NA,0
2025,MASSACHUSETTS,25,4000,NA,8000,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Massachusetts,2025,-1.217152703,NA,-0.109417916,0,0,NA,0
2005,MICHIGAN,26,900000,231840000,2520000,2.8,300000,2010000,6.7,184920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,0,Michigan,2005,-0.406204213,0,-0.954939437,0,1,NA,0
2006,MICHIGAN,26,810000,251424000,2592000,3.2,280000,1932000,6.9,187404000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,0,Michigan,2006,-0.265140434,0,0.221362478,0,1,NA,0
2007,MICHIGAN,26,1468595,244475000,3632036,2.5,488142,3409013,7,432944651,10493,16532,0,NA,NA,1460515,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,1,Michigan,2007,-0.231736606,0,-0.40150433,0,1,0.011257018,0
2008,MICHIGAN,26,770000,348348000,2233000,2.9,270000,1728000,6.4,269568000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,0,Michigan,2008,0.079521443,0,0.379630909,0,1,NA,0
2009,MICHIGAN,26,700000,248920000,1960000,2.8,290000,1508000,5.2,191516000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,0,Michigan,2009,0.734366089,80,0.727642088,0,1,NA,0
2010,MICHIGAN,26,700000,226800000,2100000,3,310000,2325000,7.5,251100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,0,Michigan,2010,-0.560065206,271,-0.199656214,0,1,NA,1
2011,MICHIGAN,26,700000,271040000,2240000,3.2,250000,1775000,7.1,214775000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,0,Michigan,2011,0.137653675,55,0.907272332,0,1,NA,1
2012,MICHIGAN,26,1261194,246708000,2643287,2.1,439386,3070904,6.6,546620912,12086,20183,0,NA,NA,1252831,NA,NA,NA,NA,NA,NA,NA,NA,178,3.3,1,Michigan,2012,-0.439806275,48,-0.716456651,0,1,0.016003089,0
2013,MICHIGAN,26,610000,344162000,1891000,3.1,270000,1998000,7.4,363636000,NA,11244,NA,6.2,6.2,43578,4.56784,NA,11244,NA,0.5,0.5,NA,6.2,182,NA,0,Michigan,2013,0.557773443,101,0.617699671,0,1,0.018432787,0
2014,MICHIGAN,26,640000,315520000,1856000,2.9,260000,2236000,8.6,380120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,0,Michigan,2014,0.943615151,0,0.647077898,0,1,NA,1
2015,MICHIGAN,26,660000,315084000,2046000,3.1,270000,2376000,8.8,365904000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,0,Michigan,2015,0.180189262,0,-0.037865706,0,1,NA,1
2016,MICHIGAN,26,640000,274560000,1920000,3,250000,2225000,8.9,318175000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,0,Michigan,2016,0.187083918,32,0.165403487,0,1,NA,1
2017,MICHIGAN,26,1186416,247416000,2937628,2.6,476333,3741578,7.9,393588000,14383,20352,0,NA,NA,1177709,NA,NA,NA,NA,NA,NA,NA,NA,156,7.5,1,Michigan,2017,0.786075712,0,0.417910436,0,1,0.017154185,0
2018,MICHIGAN,26,590000,220896000,1416000,2.4,260000,1768000,6.8,357240000,NA,12180,NA,7.5,7.5,NA,NA,NA,12180,NA,0.7,0.7,NA,7.5,156,NA,0,Michigan,2018,0.707024078,110,0.238433714,0,1,0.020644068,0
2019,MICHIGAN,26,550000,253000000,1375000,2.5,260000,2080000,8,442152000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,0,Michigan,2019,1.380739161,0,0.785056726,0,1,NA,0
2020,MICHIGAN,26,560000,290080000,1568000,2.8,250000,2075000,8.3,479890000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,0,Michigan,2020,1.553020241,0,0.216119374,0,1,NA,0
2021,MICHIGAN,26,560000,335048000,1736000,3.1,240000,2112000,8.8,536540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,0,Michigan,2021,-0.473065327,0,-0.119164407,0,1,NA,0
2022,MICHIGAN,26,1102761,273728000,2604982,2.6,459899,3625072,7.7,438228000,16209,58651,0,NA,NA,1089791,NA,NA,NA,NA,NA,NA,NA,NA,188,20.6,1,Michigan,2022,-0.054676105,0,1.173339831895452,0,1,0.053185595,0
2023,MICHIGAN,26,550000,268125000,1375000,2.5,230000,1541000,6.7,416715000,NA,34188,NA,NA,NA,NA,NA,NA,34188,NA,0.6,0.6,NA,NA,195,NA,0,Michigan,2023,-0.022082397,0,0.127442931,0,1,0.06216,0
2024,MICHIGAN,26,550000,250250000,1430000,2.6,210000,1533000,7.3,382900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,0,Michigan,2024,-0.336033676,0,0.16504507,0,1,NA,0
2025,MICHIGAN,26,550000,NA,1705000,3.1,190000,1691000,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Michigan,2025,-0.474381195,0,-0.0974256,0,1,NA,0
2005,MINNESOTA,27,1350000,344925000,4725000,3.5,275000,1513000,5.5,110449000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,0,Minnesota,2005,0.567611389,43,-0.012384015,0,1,NA,0
2006,MINNESOTA,27,1350000,365310000,4455000,3.3,285000,2024000,7.1,165968000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,0,Minnesota,2006,-0.335272688,30,-0.812935308,0,1,NA,0
2007,MINNESOTA,27,2044775,373230000,5861173,2.9,482275,2980578,6.1,348727626,9516,25119,0,NA,NA,2029172,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,1,Minnesota,2007,-0.651814919,9,-0.044861686,0,1,0.012284481,0
2008,MINNESOTA,27,1350000,544050000,4185000,3.1,215000,1247000,5.8,162110000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,0,Minnesota,2008,0.046259786,77,0.074716911,0,1,NA,0
2009,MINNESOTA,27,1300000,452400000,3900000,3,250000,1650000,6.6,191400000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,0,Minnesota,2009,0.310241377,84,0.019835016,0,1,NA,0
2010,MINNESOTA,27,1100000,435600000,3960000,3.6,265000,1935000,7.3,212850000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,0,Minnesota,2010,0.194725379,104,0.178977691,0,1,NA,1
2011,MINNESOTA,27,1100000,541310000,4070000,3.7,290000,2059000,7.1,273847000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,0,Minnesota,2011,0.689617895,63,0.377806183,0,1,NA,0
2012,MINNESOTA,27,1633559,517650000,4702647,2.9,464221,3307461,7,694566810,8900,22022,0,NA,NA,1620437,NA,NA,NA,NA,NA,NA,NA,NA,210,5.7,1,Minnesota,2012,-0.924806764,82,-0.314410735,0,1,0.013480995,0
2013,MINNESOTA,27,950000,479180000,2470000,2.6,285000,1853000,6.5,359482000,NA,14306,0,5.2,5.2,29088,3.75614,NA,14306,NA,0.6,0.6,NA,5.2,194,NA,0,Minnesota,2013,-0.041478761,149,0.530076232,0,1,0.015058947,0
2014,MINNESOTA,27,1100000,433840000,3190000,2.9,315000,2142000,6.8,291312000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,0,Minnesota,2014,0.613465596,162,0.991727379,0,1,NA,1
2015,MINNESOTA,27,1050000,283500000,2835000,2.7,350000,2555000,7.3,255500000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,Minnesota,2015,-0.189145151,73,0.013378609,0,1,NA,1
2016,MINNESOTA,27,1000000,275400000,3400000,3.4,350000,2660000,7.6,215460000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,0,Minnesota,2016,0.544038334,15,0.312419419,0,1,NA,1
2017,MINNESOTA,27,1698937,329395000,5260020,3.3,436829,3060528,6.9,414145000,9924,25288,0,NA,NA,1683573,NA,NA,NA,NA,NA,NA,NA,NA,113,4.3,1,Minnesota,2017,0.581876907,5,-0.082187896,0,1,0.014884601,0
2018,MINNESOTA,27,720000,301644000,2052000,2.8,180000,1224000,6.8,390579000,NA,21055,0,5.4,5.4,0,NA,NA,21055,NA,0.6,0.6,NA,5.4,147,NA,0,Minnesota,2018,0.105225892,0,-0.04153445,0,1,0.029243056,0
2019,MINNESOTA,27,780000,374790000,2418000,3.1,225000,1440000,6.4,485150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,0,Minnesota,2019,1.180407611,0,0.798144271,0,1,NA,0
2020,MINNESOTA,27,740000,356976000,2664000,3.6,265000,1908000,7.2,483338000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,0,Minnesota,2020,0.724764428,0,-0.151119237,0,1,NA,0
2021,MINNESOTA,27,680000,337688000,1768000,2.6,210000,1365000,6.5,466613000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,0,Minnesota,2021,-1.165030698,0,-0.962524723,0,1,NA,0
2022,MINNESOTA,27,1384117,353152000,3955568,3.1,396094,2674392,6.4,454434000,12058,28007,0,NA,NA,1368168,NA,NA,NA,NA,NA,NA,NA,NA,178,18.1,1,Minnesota,2022,-0.24719133,0,0.84968382,0,1,0.020234561,0
2023,MINNESOTA,27,660000,284427000,1683000,2.6,145000,769000,5.3,348647000,NA,12558,NA,NA,NA,NA,NA,80,12478,0.8,0.6,0.6,NA,NA,169,NA,0,Minnesota,2023,-0.662577655,0,-0.771835789,0,1,0.019027273,0
2024,MINNESOTA,27,680000,300900000,2550000,3.8,220000,1804000,8.2,406156000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,0,Minnesota,2024,-0.313135448,0,0.716642138,0,1,NA,0
2025,MINNESOTA,27,760000,NA,2850000,3.8,155000,1070000,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Minnesota,2025,-0.490295566,0,0.315005254,0,1,NA,0
2007,MISSISSIPPI,28,3931,NA,7113,1.8,1035,2195,2.120772947,NA,0,35,0,NA,NA,3896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mississippi,2007,-1.02782381,NA,-1.587319585,0,0,0.008903587,0
2012,MISSISSIPPI,28,2823,NA,7234,2.6,1099,2046,1.8616924480000001,NA,NA,0,0,NA,NA,2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,1,Mississippi,2012,-0.191929724,NA,-1.039018768,0,0,0,0
2013,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,2.46254,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mississippi,2013,0.951207862,NA,0.412611857,0,0,NA,0
2015,MISSISSIPPI,28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mississippi,2015,0.118991465,NA,0.451831115,0,0,NA,0
2017,MISSISSIPPI,28,980,NA,2879,2.9,1583,9766,6.1692988,NA,NA,0,0,NA,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,1,Mississippi,2017,-0.419959199,NA,-0.030945803,0,0,0,0
2018,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,NA,4,4,NA,NA,90,132,1.5,0.5,0.9,4,4,NA,NA,0,Mississippi,2018,0.29804337,NA,0.738283719,0,0,NA,0
2019,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mississippi,2019,1.07493239,NA,0.783470414,0,0,NA,0
2020,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mississippi,2020,1.286400037,NA,0.60642,0,0,NA,0
2021,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mississippi,2021,0.823907965,NA,1.3216,0,0,NA,0
2022,MISSISSIPPI,28,115,NA,164,1.4,852,2852,3.34741784,NA,NA,0,0,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,1,Mississippi,2022,0.167558413,NA,0.590250727,0,0,0,0
2023,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,128,NA,1,NA,1,NA,NA,NA,NA,0,Mississippi,2023,-0.132881653,NA,-1.13234215,0,0,NA,0
2024,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Mississippi,2024,-0.817357795,NA,0.102421002,0,0,NA,0
2005,MISSOURI,29,420000,115668000,1134000,2.7,35000,130000,3.71,13260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,0,Missouri,2005,0.078873839,0,-0.599875444,0,1,NA,0
2006,MISSOURI,29,390000,135720000,1131000,2.9,30000,108000,3.6,12960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,0,Missouri,2006,-0.993958272,4,-0.473118805,0,1,NA,0
2007,MISSOURI,29,695021,177840000,1922847,2.8,66008,249152,3.7,38867712,448,2271,0,NA,NA,693198,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,1,Missouri,2007,-0.275305833,9,-0.13520371,0,1,0.003267527,0
2008,MISSOURI,29,350000,180320000,1120000,3.2,30000,150000,5,24150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,0,Missouri,2008,1.003110964,25,1.241363332,0,1,NA,0
2009,MISSOURI,29,280000,105000000,840000,3,10000,60000,6,7500000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,0,Missouri,2009,1.204398753,116,0.771083536,0,1,NA,0
2010,MISSOURI,29,240000,90720000,672000,2.8,20000,120000,6,16200000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,0,Missouri,2010,1.099755926,19,0.437836788,0,1,NA,0
2011,MISSOURI,29,250000,137150000,650000,2.6,10000,60000,6,12660000,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,0,Missouri,2011,0.19120125600000001,12,0.011505657,0,1,NA,0
2012,MISSOURI,29,415667,106080000,868943,2,56721,220833,3.9,48804093,644,1422,0,NA,NA,413603,NA,NA,NA,NA,NA,NA,NA,NA,221,11.6,1,Missouri,2012,-0.85120698,0,-1.216558831,0,1,0.003421008,0
